grid,train_AUC_C2_C5,train_AUC_C1_C2,train_AUC_C1_C5,val_AUC_C1,val_AUC_C5,val_AUC_C2,train_AUC_mean,val_AUC_mean
"{'depth': 4, 'l2_leaf_reg': 5, 'learning_rate': None, 'random_strength': 1}",1.0,1.0,1.0,0.6480165099747764,0.7466666666666666,0.7416538263995892,1.0,0.7121123343470108
"{'depth': 4, 'l2_leaf_reg': 5, 'learning_rate': None, 'random_strength': 3}",1.0,1.0,1.0,0.6723228617289613,0.7622222222222222,0.7257318952234207,1.0,0.7200923263915348
"{'depth': 4, 'l2_leaf_reg': 5, 'learning_rate': None, 'random_strength': 4}",1.0,1.0,1.0,0.6617748222884661,0.7733333333333334,0.7385721623009758,1.0,0.7245601059742585
"{'depth': 4, 'l2_leaf_reg': 5, 'learning_rate': None, 'random_strength': 5}",1.0,1.0,1.0,0.6626920431093786,0.7548148148148148,0.7519260400616333,1.0,0.7231442993286089
"{'depth': 4, 'l2_leaf_reg': 5, 'learning_rate': None, 'random_strength': 6}",1.0,1.0,1.0,0.6574180233891309,0.7644444444444445,0.7180277349768875,1.0,0.7132967342701543
"{'depth': 4, 'l2_leaf_reg': 5, 'learning_rate': 0.05, 'random_strength': 1}",1.0,1.0,1.0,0.6393029121761064,0.7444444444444445,0.7462763225475091,1.0,0.71000789305602
"{'depth': 4, 'l2_leaf_reg': 5, 'learning_rate': 0.05, 'random_strength': 3}",1.0,1.0,1.0,0.6565008025682182,0.7681481481481481,0.7688751926040063,1.0,0.7311747144401242
"{'depth': 4, 'l2_leaf_reg': 5, 'learning_rate': 0.05, 'random_strength': 4}",1.0,1.0,1.0,0.6698005044714515,0.7607407407407407,0.7478171545968156,1.0,0.7261194666030025
"{'depth': 4, 'l2_leaf_reg': 5, 'learning_rate': 0.05, 'random_strength': 5}",1.0,1.0,1.0,0.6548956661316212,0.7585185185185185,0.7354904982023627,1.0,0.7163015609508342
"{'depth': 4, 'l2_leaf_reg': 5, 'learning_rate': 0.05, 'random_strength': 6}",1.0,1.0,1.0,0.6622334326989222,0.7681481481481481,0.7467899332306112,1.0,0.7257238380258938
"{'depth': 4, 'l2_leaf_reg': 5, 'learning_rate': 0.01, 'random_strength': 1}",1.0,1.0,1.0,0.6521440036688833,0.7666666666666667,0.7411402157164869,1.0,0.7199836286840123
